经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,天,小时
136.0,17.5,热带风暴(TS),9.0,23.0,976.45,西北,19,11,6
135.7,17.7,强热带风暴(STS),10.0,25.0,976.45,西北,19,11,12
135.0,18.0,强热带风暴(STS),10.0,25.0,976.45,西北,19,11,18
134.5,18.3,强热带风暴(STS),10.0,25.0,976.45,西北,19,12,0
133.8,18.7,强热带风暴(STS),10.0,25.0,976.45,西北,19,12,6
132.9,19.1,强热带风暴(STS),10.0,25.0,976.45,北,19,12,12
131.8,19.4,强热带风暴(STS),11.0,30.0,976.45,北,19,12,18
131.1,19.4,强热带风暴(STS),11.0,30.0,976.45,北,19,13,0
130.3,19.4,台风(TY),12.0,33.0,976.45,北,19,13,6
129.7,19.4,台风(TY),12.0,33.0,976.45,北,19,13,12
129.1,19.5,台风(TY),12.0,33.0,976.45,北,19,13,18
128.8,19.6,台风(TY),12.0,35.0,976.45,西北,19,14,0
128.4,19.8,台风(TY),12.0,35.0,976.45,西北,19,14,6
128.1,20.0,台风(TY),12.0,35.0,976.45,西北,19,14,12
127.8,20.2,台风(TY),13.0,38.0,976.45,北,19,14,18
127.4,20.3,台风(TY),13.0,38.0,976.45,西北,19,15,0
127.0,20.5,台风(TY),13.0,38.0,976.45,西北,19,15,6
126.6,20.8,台风(TY),13.0,41.0,976.45,西北,19,15,12
126.1,21.2,台风(TY),13.0,41.0,976.45,西北,19,15,18
125.3,21.8,台风(TY),13.0,41.0,976.45,西北,19,16,0
124.5,22.3,台风(TY),13.0,41.0,976.45,西北,19,16,6
123.9,22.9,台风(TY),12.0,35.0,976.45,西北,19,16,12
123.2,23.5,台风(TY),12.0,35.0,976.45,西北,19,16,18
122.4,24.1,台风(TY),12.0,35.0,976.45,西北,19,17,0
121.8,24.6,台风(TY),12.0,33.0,976.45,西北,19,17,6
121.0,25.3,强热带风暴(STS),11.0,30.0,976.45,西北,19,17,12
120.0,25.8,强热带风暴(STS),10.0,28.0,976.45,北,19,17,18
119.0,26.0,强热带风暴(STS),10.0,25.0,976.45,西北,19,18,0
118.2,26.4,热带风暴(TS),9.0,23.0,976.45,东南,19,18,6
125.7,14.7,强热带风暴(STS),10.0,28.0,976.45,西北,19,24,0
124.5,15.2,强热带风暴(STS),11.0,30.0,976.45,西北,19,24,6
122.7,16.1,强热带风暴(STS),11.0,30.0,976.45,北,19,24,12
121.2,16.5,热带风暴(TS),9.0,23.0,976.45,北,19,24,18
119.4,17.2,强热带风暴(STS),10.0,25.0,976.45,北,19,25,0
118.0,17.6,强热带风暴(STS),10.0,28.0,976.45,北,19,25,6
116.7,17.9,强热带风暴(STS),11.0,30.0,976.45,北,19,25,12
115.2,18.4,强热带风暴(STS),11.0,30.0,976.45,西北,19,25,18
113.8,19.0,强热带风暴(STS),11.0,30.0,976.45,西北,19,26,0
112.6,19.7,强热带风暴(STS),11.0,30.0,976.45,西北,19,26,6
111.9,20.1,强热带风暴(STS),10.0,28.0,976.45,西北,19,26,12
110.7,20.9,强热带风暴(STS),10.0,25.0,976.45,西北,19,26,18
109.9,21.6,热带风暴(TS),8.0,20.0,976.45,东,19,27,0
110.2,19.0,热带风暴(TS),8.0,20.0,976.45,西南,19,27,6
109.5,18.0,热带低压(TD),7.0,17.0,976.45,北,19,27,12
108.0,17.5,热带低压(TD),7.0,15.0,976.45,西南,19,27,18
107.0,17.0,热带低压(TD),7.0,15.0,976.45,西南,19,28,0
106.0,16.5,热带低压(TD),7.0,15.0,976.45,南,19,28,6
144.0,24.4,强热带风暴(STS),10.0,28.0,976.45,北,19,29,6
143.1,24.7,台风(TY),13.0,41.0,976.45,北,19,29,12
142.0,25.0,超强台风(Super TY),16.0,51.0,976.45,北,19,29,18
140.8,25.1,超强台风(Super TY),17.0,61.0,976.45,北,19,30,0
139.8,25.1,超强台风(Super TY),17.0,64.0,976.45,北,19,30,6
138.6,25.1,超强台风(Super TY),17.0,61.0,976.45,北,19,30,12
137.6,25.1,超强台风(Super TY),16.0,56.0,976.45,西,19,30,18
138.8,38.9,强热带风暴(STS),11.0,30.0,978.0,西,19,1,2
139.5,41.3,强热带风暴(STS),10.0,25.0,985.0,西,19,1,8
140.3,44.5,热带风暴(TS),8.0,20.0,988.0,西,19,1,14
141.3,47.4,热带低压(TD),0.0,0.0,990.0,东北,19,1,20
143.2,50.6,热带低压(TD),0.0,0.0,995.0,东北,19,2,2
144.0,52.4,热带低压(TD),0.0,0.0,996.0,南,19,2,8
146.0,53.0,热带低压(TD),0.0,0.0,998.0,南,19,2,14
148.2,53.7,热带低压(TD),0.0,0.0,998.0,南,19,2,20
150.8,54.1,热带低压(TD),0.0,0.0,1000.0,东,19,3,2
143.5,17.2,热带低压(TD),7.0,15.0,1000.0,北,19,1,2
142.4,17.2,热带低压(TD),7.0,15.0,999.0,北,19,1,8
141.3,17.3,热带低压(TD),7.0,15.0,998.0,北,19,1,14
140.1,17.4,热带风暴(TS),8.0,20.0,997.0,北,19,1,20
138.9,17.5,热带风暴(TS),8.0,20.0,996.0,北,19,2,2
137.8,17.7,强热带风暴(STS),10.0,25.0,992.0,北,19,2,8
137.0,17.9,强热带风暴(STS),11.0,30.0,988.0,西北,19,2,14
136.4,18.6,强热带风暴(STS),11.0,30.0,984.0,东北,19,2,20
137.2,19.5,强热带风暴(STS),11.0,30.0,980.0,东北,19,3,2
138.0,20.0,台风(TY),12.0,35.0,977.0,东北,19,3,8
138.8,20.7,台风(TY),12.0,35.0,975.0,东北,19,3,14
139.7,21.4,台风(TY),12.0,35.0,972.0,东北,19,3,20
140.4,22.2,台风(TY),13.0,40.0,970.0,东北,19,4,2
141.0,22.9,台风(TY),13.0,40.0,970.0,西,19,4,8
141.2,23.5,台风(TY),13.0,40.0,970.0,东北,19,4,14
141.5,24.2,台风(TY),13.0,40.0,970.0,西,19,4,20
141.8,25.1,台风(TY),13.0,40.0,970.0,东北,19,5,2
142.2,26.0,台风(TY),13.0,40.0,970.0,东北,19,5,8
143.1,27.3,台风(TY),13.0,40.0,970.0,东北,19,5,14
144.4,28.8,台风(TY),13.0,40.0,970.0,东北,19,5,20
145.5,29.7,台风(TY),13.0,40.0,970.0,东北,19,6,2
146.9,30.7,台风(TY),13.0,40.0,967.0,东北,19,6,8
148.1,31.8,台风(TY),13.0,40.0,965.0,东北,19,6,14
149.1,32.8,强台风(STY),14.0,45.0,962.0,东北,19,6,20
149.9,33.9,强台风(STY),14.0,45.0,960.0,西,19,7,2
150.3,35.3,强台风(STY),14.0,45.0,960.0,西,19,7,8
150.4,36.7,强台风(STY),14.0,45.0,960.0,西,19,7,14
150.4,37.7,强台风(STY),14.0,45.0,960.0,西,19,7,20
150.4,38.5,强台风(STY),14.0,45.0,960.0,西,19,8,2
150.4,39.3,台风(TY),13.0,40.0,970.0,西,19,8,8
150.8,40.4,强热带风暴(STS),11.0,30.0,980.0,东北,19,8,14
152.0,41.6,热带风暴(TS),8.0,20.0,990.0,东北,19,8,20
153.8,43.0,热带低压(TD),7.0,15.0,1000.0,东北,19,9,2
155.4,44.4,热带低压(TD),0.0,0.0,1001.0,东北,19,9,8
157.7,46.6,热带低压(TD),0.0,0.0,1002.0,东北,19,9,14
158.4,47.4,热带低压(TD),0.0,0.0,1004.0,东,19,9,20
152.0,21.1,热带低压(TD),7.0,15.0,1000.0,西,19,2,8
152.0,21.9,热带风暴(TS),8.0,20.0,995.0,西,19,2,14
151.9,22.8,强热带风暴(STS),10.0,25.0,990.0,西北,19,2,20
151.4,23.7,强热带风暴(STS),11.0,30.0,984.0,西北,19,3,2
150.2,25.0,强热带风暴(STS),11.0,30.0,983.0,西北,19,3,8
149.1,26.1,强热带风暴(STS),11.0,30.0,982.0,西北,19,3,14
148.4,27.2,强热带风暴(STS),11.0,30.0,981.0,西,19,3,20
148.0,28.4,强热带风暴(STS),11.0,30.0,980.0,西,19,4,2
148.0,29.6,强热带风暴(STS),11.0,30.0,980.0,西,19,4,8
148.5,31.2,强热带风暴(STS),11.0,30.0,980.0,东北,19,4,14
149.5,32.8,强热带风暴(STS),11.0,30.0,980.0,东北,19,4,20
150.6,34.0,强热带风暴(STS),11.0,30.0,980.0,东北,19,5,2
152.1,35.2,强热带风暴(STS),11.0,30.0,980.0,东北,19,5,8
153.9,36.8,强热带风暴(STS),11.0,30.0,980.0,东北,19,5,14
155.7,38.4,强热带风暴(STS),11.0,30.0,980.0,东北,19,5,20
158.0,39.8,强热带风暴(STS),11.0,30.0,980.0,东北,19,6,2
161.9,41.9,强热带风暴(STS),11.0,30.0,980.0,南,19,6,8
166.3,43.7,强热带风暴(STS),11.0,30.0,980.0,南,19,6,14
169.8,45.0,强热带风暴(STS),11.0,30.0,980.0,东北,19,6,20
172.7,47.3,强热带风暴(STS),11.0,30.0,980.0,东北,19,7,2
175.9,49.7,台风(TY),12.0,35.0,978.0,东北,19,7,8
178.2,50.7,台风(TY),12.0,35.0,975.0,南,19,7,14
179.8,51.3,台风(TY),13.0,40.0,973.0,西南,19,7,20
125.5,18.3,热带低压(TD),0.0,0.0,1002.0,西北,19,2,8
124.9,18.6,热带低压(TD),0.0,0.0,1002.0,北,19,2,14
124.4,18.8,热带低压(TD),0.0,0.0,1002.0,西北,19,2,20
123.9,19.1,热带低压(TD),0.0,0.0,1000.0,西北,19,3,2
123.5,19.3,热带低压(TD),0.0,0.0,1000.0,北,19,3,8
123.0,19.5,热带低压(TD),0.0,0.0,1000.0,北,19,3,14
122.5,19.5,热带低压(TD),0.0,0.0,1000.0,北,19,3,20
122.0,19.5,热带低压(TD),0.0,0.0,1000.0,北,19,4,2
121.4,19.5,热带低压(TD),0.0,0.0,1000.0,北,19,4,8
121.0,19.5,热带低压(TD),0.0,0.0,1000.0,北,19,4,14
120.5,19.5,热带低压(TD),0.0,0.0,1000.0,北,19,4,20
120.1,19.6,热带低压(TD),0.0,0.0,1000.0,北,19,5,2
119.6,19.7,热带低压(TD),0.0,0.0,1000.0,西北,19,5,8
119.4,19.8,热带低压(TD),0.0,0.0,1000.0,西北,19,5,14
119.0,20.0,热带低压(TD),0.0,0.0,1000.0,西北,19,5,20
118.7,20.3,热带低压(TD),0.0,0.0,1000.0,西北,19,6,2
118.4,20.7,热带低压(TD),0.0,0.0,1000.0,西北,19,6,8
118.0,21.0,热带低压(TD),6.0,12.0,1000.0,西北,19,6,14
117.5,21.3,热带低压(TD),6.0,12.0,1000.0,西北,19,6,20
117.1,21.7,热带低压(TD),6.0,12.0,1000.0,北,19,7,2
116.6,21.9,热带低压(TD),7.0,15.0,1000.0,北,19,7,8
116.1,22.0,热带风暴(TS),8.0,20.0,998.0,北,19,7,14
115.3,22.0,强热带风暴(STS),11.0,30.0,993.0,北,19,7,20
114.4,22.0,强热带风暴(STS),11.0,30.0,990.0,北,19,8,2
112.9,22.0,强热带风暴(STS),11.0,30.0,990.0,北,19,8,8
111.5,22.0,强热带风暴(STS),10.0,25.0,993.0,北,19,8,14
110.1,22.1,热带低压(TD),7.0,15.0,998.0,北,19,8,20
108.6,22.2,热带低压(TD),5.0,9.0,1000.0,北,19,9,2
107.4,22.2,热带低压(TD),5.0,9.0,1000.0,南,19,9,8
142.8,16.7,热带低压(TD),0.0,0.0,1000.0,北,19,8,20
142.2,16.8,热带低压(TD),0.0,0.0,1000.0,北,19,9,2
141.6,16.9,热带低压(TD),0.0,0.0,1000.0,北,19,9,8
141.0,17.1,热带低压(TD),0.0,0.0,1000.0,北,19,9,14
140.2,17.1,热带低压(TD),7.0,15.0,1000.0,北,19,9,20
139.4,17.2,热带低压(TD),7.0,15.0,1000.0,北,19,10,2
138.7,17.2,热带低压(TD),7.0,15.0,997.0,北,19,10,8
138.1,17.3,热带风暴(TS),8.0,20.0,994.0,北,19,10,14
137.6,17.4,热带风暴(TS),8.0,20.0,991.0,北,19,10,20
137.0,17.6,强热带风暴(STS),10.0,25.0,988.0,北,19,11,2
136.1,17.8,强热带风暴(STS),10.0,25.0,988.0,北,19,11,8
135.0,18.2,强热带风暴(STS),10.0,25.0,988.0,北,19,11,14
134.0,18.6,强热带风暴(STS),10.0,25.0,988.0,北,19,11,20
133.0,19.0,强热带风暴(STS),10.0,25.0,988.0,西北,19,12,2
132.1,19.4,强热带风暴(STS),11.0,30.0,986.0,西北,19,12,8
131.1,20.0,强热带风暴(STS),11.0,30.0,984.0,西北,19,12,14
130.2,20.4,台风(TY),12.0,35.0,982.0,西北,19,12,20
129.3,21.0,台风(TY),13.0,40.0,980.0,西北,19,13,2
128.3,21.6,台风(TY),13.0,40.0,980.0,北,19,13,8
127.2,22.0,台风(TY),13.0,40.0,980.0,西北,19,13,14
126.1,22.5,台风(TY),13.0,40.0,980.0,北,19,13,20
125.0,22.8,台风(TY),13.0,40.0,980.0,北,19,14,2
123.7,23.1,台风(TY),13.0,40.0,980.0,北,19,14,8
121.6,23.4,台风(TY),12.0,35.0,984.0,北,19,14,14
119.8,23.3,强热带风暴(STS),11.0,30.0,986.0,北,19,14,20
118.3,23.2,热带风暴(TS),8.0,20.0,990.0,北,19,15,2
116.8,23.1,热带低压(TD),7.0,15.0,1000.0,西北,19,15,8
115.8,23.7,热带低压(TD),5.0,9.0,1001.0,西北,19,15,14
115.0,24.7,热带低压(TD),5.0,9.0,1002.0,东,19,15,20
115.5,11.2,热带低压(TD),0.0,0.0,1003.0,西北,19,17,14
115.2,11.4,热带低压(TD),0.0,0.0,1003.0,西北,19,17,20
114.9,11.7,热带低压(TD),0.0,0.0,1002.0,北,19,18,2
114.5,11.8,热带低压(TD),0.0,0.0,1001.0,西北,19,18,8
114.1,12.0,热带低压(TD),6.0,12.0,998.0,西北,19,18,14
113.7,12.2,热带低压(TD),7.0,15.0,998.0,西北,19,18,20
113.2,12.7,热带低压(TD),7.0,15.0,995.0,西北,19,19,2
112.5,13.3,热带风暴(TS),8.0,20.0,995.0,西北,19,19,8
112.0,14.2,强热带风暴(STS),10.0,25.0,990.0,西北,19,19,14
111.6,15.0,强热带风暴(STS),10.0,25.0,990.0,西,19,19,20
111.2,16.1,强热带风暴(STS),10.0,25.0,990.0,西北,19,20,2
110.7,17.0,强热带风暴(STS),10.0,25.0,990.0,西北,19,20,8
109.9,17.5,强热带风暴(STS),10.0,25.0,990.0,北,19,20,14
109.1,17.6,强热带风暴(STS),10.0,25.0,990.0,北,19,20,20
108.1,17.7,强热带风暴(STS),10.0,25.0,990.0,北,19,21,2
107.3,17.7,热带风暴(TS),8.0,20.0,995.0,北,19,21,8
106.5,17.8,热带低压(TD),7.0,15.0,1000.0,北,19,21,14
106.0,17.8,热带低压(TD),5.0,10.0,1002.0,南,19,21,20
154.0,16.3,热带低压(TD),0.0,0.0,1004.0,西,19,21,14
154.0,17.2,热带低压(TD),0.0,0.0,1003.0,西,19,21,20
154.0,18.2,热带低压(TD),0.0,0.0,1002.0,西,19,22,2
154.0,19.2,热带低压(TD),0.0,0.0,1000.0,西,19,22,8
154.1,20.2,热带低压(TD),0.0,0.0,1000.0,西,19,22,14
154.2,21.3,热带低压(TD),0.0,0.0,1000.0,西,19,22,20
154.5,22.5,热带低压(TD),6.0,12.0,1000.0,西,19,23,2
155.1,24.5,热带低压(TD),6.0,12.0,999.0,西,19,23,8
156.0,27.5,热带低压(TD),6.0,12.0,997.0,西,19,23,14
156.6,29.4,热带风暴(TS),8.0,20.0,995.0,西,19,23,20
156.8,30.4,热带风暴(TS),8.0,20.0,994.0,西北,19,24,2
156.4,31.2,热带风暴(TS),8.0,20.0,993.0,西北,19,24,8
155.8,31.9,热带风暴(TS),8.0,20.0,992.0,西北,19,24,14
155.1,32.8,热带风暴(TS),8.0,20.0,991.0,西北,19,24,20
154.4,33.5,强热带风暴(STS),10.0,25.0,990.0,西,19,25,2
154.5,35.3,强热带风暴(STS),10.0,25.0,990.0,东北,19,25,8
156.4,38.2,强热带风暴(STS),10.0,25.0,990.0,东北,19,25,14
158.1,39.7,强热带风暴(STS),10.0,25.0,990.0,东北,19,25,20
160.1,41.4,强热带风暴(STS),10.0,25.0,990.0,东北,19,26,2
162.2,43.1,强热带风暴(STS),10.0,25.0,990.0,东北,19,26,8
164.7,45.0,强热带风暴(STS),10.0,25.0,990.0,东北,19,26,14
166.3,46.1,强热带风暴(STS),0.0,0.0,991.0,东北,19,26,20
168.1,47.3,强热带风暴(STS),0.0,0.0,992.0,东北,19,27,2
171.1,48.7,强热带风暴(STS),0.0,0.0,994.0,东北,19,27,8
173.9,50.2,强热带风暴(STS),0.0,0.0,997.0,东北,19,27,14
175.3,51.6,强热带风暴(STS),0.0,0.0,1000.0,东北,19,27,20
177.2,53.3,强热带风暴(STS),0.0,0.0,1002.0,西南,19,28,2
138.2,7.4,强热带风暴(STS),0.0,0.0,1004.0,西北,19,29,8
137.1,8.1,强热带风暴(STS),0.0,0.0,1004.0,西北,19,29,14
135.9,8.8,强热带风暴(STS),0.0,0.0,1003.0,西北,19,29,20
134.8,9.5,强热带风暴(STS),0.0,0.0,1003.0,西北,19,30,2
133.5,10.3,强热带风暴(STS),0.0,0.0,1002.0,西北,19,30,8
132.2,11.2,强热带风暴(STS),0.0,0.0,1002.0,西北,19,30,14
131.2,12.2,强热带风暴(STS),0.0,0.0,1001.0,东北,19,30,20
136.9,24.8,强热带风暴(STS),11.0,30.0,985.0,西北,19,1,2
136.1,25.2,台风(TY),12.0,35.0,980.0,西北,19,1,8
135.4,25.7,台风(TY),13.0,40.0,975.0,西北,19,1,14
134.8,26.3,强台风(STY),14.0,45.0,970.0,西北,19,1,20
134.3,26.9,强台风(STY),15.0,50.0,960.0,西北,19,2,2
133.9,27.7,超强台风(Super TY),16.0,55.0,950.0,西,19,2,8
133.6,28.8,超强台风(Super TY),17.0,60.0,940.0,西,19,2,14
133.6,29.9,超强台风(Super TY),17.0,60.0,940.0,西,19,2,20
134.0,31.6,超强台风(Super TY),16.0,55.0,945.0,西,19,3,2
134.6,33.5,强台风(STY),14.0,45.0,955.0,东北,19,3,8
135.9,36.1,台风(TY),13.0,40.0,968.0,东北,19,3,14
137.9,38.8,强热带风暴(STS),11.0,30.0,978.0,东北,19,3,20
140.0,41.3,强热带风暴(STS),10.0,25.0,985.0,东北,19,4,2
143.0,43.5,热带低压(TD),0.0,0.0,990.0,南,19,4,8
145.9,44.7,热带低压(TD),0.0,0.0,992.0,南,19,4,14
147.8,45.2,热带低压(TD),0.0,0.0,995.0,南,19,4,20
150.4,45.7,热带低压(TD),0.0,0.0,1000.0,东北,19,5,2
152.8,46.7,热带低压(TD),0.0,0.0,1000.0,南,19,5,8
155.0,47.0,热带低压(TD),0.0,0.0,1002.0,南,19,5,14
157.0,47.1,热带低压(TD),0.0,0.0,1004.0,南,19,5,20
159.4,47.5,热带低压(TD),0.0,0.0,1006.0,东北,19,6,2
160.2,48.0,热带低压(TD),0.0,0.0,1006.0,南,19,6,8
166.0,48.5,热带低压(TD),0.0,0.0,1002.0,南,19,6,14
171.5,48.7,热带低压(TD),0.0,0.0,998.0,南,19,6,20
177.5,49.2,热带低压(TD),0.0,0.0,995.0,西南,19,7,2
145.2,14.8,热带低压(TD),6.0,12.0,1000.0,西,19,4,14
145.4,15.4,热带低压(TD),6.0,12.0,1000.0,西,19,4,20
145.3,15.8,热带低压(TD),6.0,12.0,1000.0,北,19,5,2
144.9,15.9,热带低压(TD),6.0,12.0,1000.0,北,19,5,8
144.0,15.8,热带低压(TD),7.0,15.0,998.0,北,19,5,14
143.5,15.6,热带低压(TD),7.0,15.0,998.0,东,19,5,20
143.3,15.1,热带低压(TD),7.0,15.0,998.0,东南,19,6,2
143.7,14.8,热带低压(TD),7.0,15.0,998.0,南,19,6,8
144.2,15.0,热带风暴(TS),8.0,20.0,996.0,西,19,6,14
144.3,15.5,热带风暴(TS),8.0,20.0,994.0,西,19,6,20
144.1,16.3,强热带风暴(STS),10.0,25.0,990.0,西北,19,7,2
143.8,17.0,强热带风暴(STS),10.0,25.0,986.0,西,19,7,8
143.6,17.5,强热带风暴(STS),11.0,30.0,983.0,西,19,7,14
143.5,17.9,台风(TY),12.0,35.0,980.0,西,19,7,20
143.4,18.4,台风(TY),12.0,35.0,980.0,西北,19,8,2
143.1,18.9,台风(TY),13.0,40.0,975.0,西,19,8,8
142.9,19.4,台风(TY),13.0,40.0,970.0,西,19,8,14
142.7,20.0,强台风(STY),14.0,45.0,965.0,西北,19,8,20
142.3,20.7,强台风(STY),15.0,50.0,960.0,西北,19,9,2
141.9,21.5,强台风(STY),15.0,50.0,955.0,西北,19,9,8
141.4,22.2,超强台风(Super TY),16.0,55.0,950.0,西北,19,9,14
140.9,22.8,超强台风(Super TY),16.0,55.0,950.0,西北,19,9,20
140.1,23.7,超强台风(Super TY),16.0,55.0,950.0,西北,19,10,2
139.5,24.6,超强台风(Super TY),17.0,60.0,945.0,西北,19,10,8
138.9,25.2,超强台风(Super TY),17.0,60.0,945.0,西北,19,10,14
138.2,26.0,超强台风(Super TY),17.0,60.0,945.0,西北,19,10,20
137.1,26.6,超强台风(Super TY),17.0,60.0,945.0,西北,19,11,2
136.0,27.3,超强台风(Super TY),17.0,60.0,945.0,北,19,11,8
135.1,27.6,超强台风(Super TY),17.0,60.0,945.0,北,19,11,14
134.4,27.8,超强台风(Super TY),17.0,60.0,945.0,西北,19,11,20
133.7,28.1,超强台风(Super TY),17.0,60.0,945.0,西北,19,12,2
133.0,28.4,超强台风(Super TY),17.0,60.0,945.0,西北,19,12,8
132.4,28.8,超强台风(Super TY),16.0,55.0,950.0,西北,19,12,14
131.9,29.4,强台风(STY),15.0,50.0,955.0,西北,19,12,20
131.4,30.0,强台风(STY),14.0,45.0,955.0,西,19,13,2
131.1,30.8,台风(TY),13.0,40.0,960.0,西,19,13,8
131.0,31.7,台风(TY),12.0,35.0,964.0,西,19,13,14
130.9,32.8,台风(TY),12.0,35.0,964.0,西,19,13,20
131.1,34.6,强热带风暴(STS),11.0,30.0,975.0,东北,19,14,2
132.3,37.0,强热带风暴(STS),11.0,30.0,975.0,东北,19,14,8
134.3,39.0,强热带风暴(STS),11.0,30.0,975.0,东北,19,14,14
136.5,40.9,强热带风暴(STS),10.0,25.0,980.0,东北,19,14,20
138.6,42.3,强热带风暴(STS),10.0,25.0,985.0,南,19,15,2
144.6,44.7,强热带风暴(STS),10.0,25.0,985.0,东北,19,15,8
148.4,47.6,热带低压(TD),0.0,0.0,987.0,东北,19,15,14
154.0,51.7,热带低压(TD),0.0,0.0,987.0,南,19,15,20
156.6,51.8,热带低压(TD),0.0,0.0,989.0,南,19,16,2
161.9,52.9,热带低压(TD),0.0,0.0,994.0,东北,19,16,8
164.0,54.8,热带低压(TD),0.0,0.0,998.0,东,19,16,14
152.6,13.5,热带低压(TD),0.0,0.0,1004.0,北,19,12,2
151.9,13.7,热带低压(TD),0.0,0.0,1004.0,北,19,12,8
151.0,13.8,热带低压(TD),0.0,0.0,1004.0,北,19,12,14
150.0,14.0,热带低压(TD),0.0,0.0,1004.0,北,19,12,20
149.0,14.2,热带低压(TD),0.0,0.0,1004.0,北,19,13,2
147.9,14.5,热带低压(TD),0.0,0.0,1004.0,北,19,13,8
146.4,14.8,热带低压(TD),0.0,0.0,1004.0,北,19,13,14
145.0,15.0,热带低压(TD),0.0,0.0,1004.0,北,19,13,20
143.5,15.2,热带低压(TD),0.0,0.0,1004.0,北,19,14,2
142.0,15.2,热带低压(TD),7.0,15.0,1004.0,北,19,14,8
140.6,15.3,热带风暴(TS),8.0,20.0,1002.0,北,19,14,14
139.1,15.3,热带风暴(TS),8.0,20.0,1002.0,北,19,14,20
137.6,15.5,热带风暴(TS),8.0,20.0,1002.0,北,19,15,2
136.3,16.0,热带风暴(TS),8.0,20.0,1000.0,西北,19,15,8
135.0,16.9,热带风暴(TS),8.0,20.0,1000.0,西北,19,15,14
134.1,17.5,热带风暴(TS),8.0,20.0,998.0,西北,19,15,20
133.4,18.3,热带风暴(TS),8.0,20.0,997.0,西,19,16,2
133.1,19.2,热带风暴(TS),8.0,20.0,995.0,西,19,16,8
133.3,19.8,热带风暴(TS),8.0,20.0,994.0,东北,19,16,14
133.6,20.1,强热带风暴(STS),10.0,25.0,992.0,东北,19,16,20
133.9,20.5,强热带风暴(STS),10.0,25.0,991.0,西,19,17,2
134.0,21.0,强热带风暴(STS),10.0,25.0,990.0,西,19,17,8
134.0,21.5,强热带风暴(STS),10.0,25.0,985.0,西,19,17,14
134.0,21.9,强热带风暴(STS),10.0,25.0,985.0,西,19,17,20
134.1,22.3,强热带风暴(STS),11.0,30.0,982.0,东北,19,18,2
134.3,22.5,强热带风暴(STS),11.0,30.0,980.0,东北,19,18,8
134.7,22.7,强热带风暴(STS),10.0,25.0,985.0,南,19,18,14
135.4,22.9,热带风暴(TS),8.0,20.0,990.0,南,19,18,20
136.2,23.1,热带风暴(TS),8.0,20.0,995.0,南,19,19,2
137.2,23.2,热带低压(TD),7.0,15.0,1000.0,南,19,19,8
138.0,23.3,热带低压(TD),0.0,0.0,1002.0,东,19,19,14
137.4,14.3,热带低压(TD),0.0,0.0,1005.0,西北,19,13,2
136.7,14.7,热带低压(TD),0.0,0.0,1004.0,西北,19,13,8
136.1,15.1,热带低压(TD),0.0,0.0,1003.0,北,19,13,14
135.3,15.4,热带低压(TD),0.0,0.0,1001.0,北,19,13,20
134.6,15.6,热带低压(TD),7.0,15.0,999.0,北,19,14,2
134.0,15.7,热带低压(TD),7.0,15.0,998.0,北,19,14,8
133.3,15.7,热带低压(TD),7.0,15.0,998.0,北,19,14,14
132.5,15.8,热带风暴(TS),8.0,20.0,996.0,北,19,14,20
131.8,15.8,热带风暴(TS),8.0,20.0,996.0,北,19,15,2
131.0,16.0,热带风暴(TS),8.0,20.0,996.0,北,19,15,8
130.0,16.2,热带风暴(TS),8.0,20.0,996.0,北,19,15,14
129.0,16.5,热带风暴(TS),8.0,20.0,994.0,西北,19,15,20
128.2,16.9,热带风暴(TS),8.0,20.0,994.0,西北,19,16,2
127.5,17.5,热带风暴(TS),8.0,20.0,994.0,西,19,16,8
127.3,18.5,强热带风暴(STS),10.0,25.0,992.0,东北,19,16,14
128.0,19.8,强热带风暴(STS),10.0,25.0,992.0,东北,19,16,20
129.4,21.1,强热带风暴(STS),10.0,25.0,992.0,东北,19,17,2
130.5,22.2,强热带风暴(STS),10.0,25.0,992.0,东北,19,17,8
131.5,23.0,强热带风暴(STS),10.0,25.0,990.0,东北,19,17,14
132.4,23.7,强热带风暴(STS),10.0,25.0,990.0,东北,19,17,20
133.3,24.4,强热带风暴(STS),10.0,25.0,990.0,东北,19,18,2
134.5,25.3,强热带风暴(STS),11.0,30.0,988.0,东北,19,18,8
136.3,26.7,强热带风暴(STS),11.0,30.0,986.0,东北,19,18,14
138.5,29.0,强热带风暴(STS),11.0,30.0,983.0,东北,19,18,20
140.3,31.7,台风(TY),12.0,35.0,980.0,东北,19,19,2
142.0,35.1,台风(TY),12.0,35.0,980.0,东北,19,19,8
144.5,39.7,热带低压(TD),0.0,0.0,981.0,东北,19,19,14
149.9,42.4,热带低压(TD),0.0,0.0,983.0,东北,19,19,20
156.0,45.0,热带低压(TD),0.0,0.0,984.0,东北,19,20,2
160.0,49.0,热带低压(TD),0.0,0.0,985.0,东北,19,20,8
165.0,51.5,热带低压(TD),0.0,0.0,982.0,南,19,20,14
171.0,52.0,热带低压(TD),0.0,0.0,978.0,南,19,20,20
176.3,51.8,热带低压(TD),0.0,0.0,974.0,西南,19,21,2
153.4,5.4,热带低压(TD),0.0,0.0,1006.0,西北,19,26,2
151.8,6.5,热带低压(TD),0.0,0.0,1006.0,西北,19,26,8
150.4,7.6,热带低压(TD),0.0,0.0,1006.0,西北,19,26,14
148.8,8.7,热带低压(TD),0.0,0.0,1006.0,西北,19,26,20
