经度,纬度,台风强度,台风等级,风速,气压,移动方向,移动速度,天,小时
139.2,26.2,台风(TY),12.0,33.0,970.0,西北,13,24,14
138.9,26.7,台风(TY),13.0,40.0,960.0,西北,15,24,20
138.6,27.4,台风(TY),12.0,35.0,965.0,西,20,25,2
138.7,28.4,台风(TY),12.0,35.0,965.0,西,25,25,8
139.0,29.5,台风(TY),13.0,38.0,960.0,东北,30,25,14
140.0,30.4,台风(TY),13.0,38.0,960.0,东北,30,25,20
141.5,31.2,台风(TY),13.0,38.0,960.0,东北,35,26,2
143.4,32.4,台风(TY),13.0,38.0,960.0,东北,40,26,8
145.0,33.8,台风(TY),12.0,35.0,965.0,东北,50,26,14
147.2,35.1,台风(TY),12.0,35.0,965.0,东北,57,26,20
149.6,37.2,台风(TY),12.0,33.0,970.0,东北,60,27,2
152.2,39.8,强热带风暴(STS),10.0,25.0,982.0,西南,60,27,8
116.4,16.9,热带风暴(TS),8.0,18.0,1000.0,北,6,27,14
115.9,17.1,热带风暴(TS),8.0,18.0,1000.0,北,19,27,17
115.4,17.0,热带风暴(TS),8.0,20.0,996.0,北,19,27,20
114.8,16.8,热带风暴(TS),9.0,23.0,992.0,北,5,27,23
114.4,16.7,热带风暴(TS),9.0,23.0,992.0,西南,19,28,2
114.2,16.5,强热带风暴(STS),10.0,25.0,988.0,东,5,28,5
114.2,16.3,强热带风暴(STS),10.0,28.0,985.0,南,5,28,8
114.2,16.3,强热带风暴(STS),11.0,30.0,980.0,西,5,28,11
114.1,16.7,台风(TY),12.0,33.0,975.0,南,19,28,14
114.1,16.7,台风(TY),12.0,33.0,975.0,西北,19,28,16
114.0,16.8,台风(TY),12.0,33.0,975.0,南,7,28,17
114.0,16.8,台风(TY),12.0,33.0,975.0,北,19,28,18
113.9,16.8,台风(TY),12.0,33.0,975.0,西北,19,28,19
113.8,16.9,台风(TY),12.0,33.0,975.0,北,19,28,20
113.7,16.9,台风(TY),12.0,33.0,975.0,西南,10,28,21
113.6,16.8,台风(TY),12.0,33.0,975.0,北,10,28,22
113.5,16.8,台风(TY),12.0,33.0,975.0,北,19,28,23
113.4,16.8,台风(TY),12.0,33.0,975.0,北,19,29,0
113.3,16.8,台风(TY),12.0,33.0,975.0,西南,19,29,1
113.1,16.7,台风(TY),12.0,33.0,975.0,东,19,29,2
113.1,16.6,台风(TY),12.0,35.0,970.0,南,10,29,3
113.1,16.6,台风(TY),12.0,35.0,970.0,西北,10,29,4
113.0,16.7,台风(TY),12.0,35.0,970.0,北,19,29,5
112.8,16.7,台风(TY),12.0,35.0,970.0,北,19,29,6
112.7,16.7,台风(TY),12.0,35.0,970.0,北,10,29,7
112.6,16.7,台风(TY),12.0,35.0,970.0,北,10,29,8
112.5,16.7,台风(TY),12.0,35.0,970.0,北,19,29,9
112.3,16.7,台风(TY),13.0,38.0,960.0,西南,10,29,10
112.1,16.6,强台风(STY),14.0,42.0,955.0,北,19,29,11
112.0,16.6,强台风(STY),14.0,45.0,950.0,北,19,29,12
111.9,16.6,强台风(STY),14.0,45.0,950.0,北,19,29,13
111.8,16.6,强台风(STY),14.0,45.0,950.0,北,10,29,14
111.7,16.6,强台风(STY),14.0,45.0,950.0,北,19,29,15
111.6,16.6,强台风(STY),14.0,45.0,950.0,北,15,29,16
111.5,16.6,强台风(STY),14.0,42.0,955.0,北,15,29,17
111.3,16.6,强台风(STY),14.0,42.0,955.0,西北,19,29,18
111.2,16.7,强台风(STY),14.0,42.0,955.0,北,15,29,19
111.0,16.7,台风(TY),13.0,40.0,960.0,北,19,29,20
110.8,16.7,台风(TY),13.0,40.0,960.0,北,15,29,21
110.6,16.7,台风(TY),13.0,40.0,960.0,北,19,29,22
110.4,16.7,台风(TY),13.0,40.0,960.0,北,18,29,23
110.3,16.7,台风(TY),13.0,40.0,960.0,北,18,30,0
110.1,16.7,台风(TY),13.0,40.0,960.0,西北,19,30,1
110.0,16.8,台风(TY),13.0,38.0,965.0,北,19,30,2
109.8,16.8,台风(TY),13.0,38.0,965.0,西北,19,30,3
109.6,17.0,台风(TY),13.0,38.0,965.0,北,18,30,4
109.4,17.0,台风(TY),13.0,38.0,965.0,北,18,30,5
109.2,17.0,台风(TY),13.0,38.0,965.0,北,20,30,6
108.9,17.1,台风(TY),13.0,38.0,965.0,北,20,30,7
108.8,17.1,台风(TY),13.0,38.0,965.0,北,20,30,8
108.6,17.1,台风(TY),13.0,38.0,965.0,北,20,30,9
108.4,17.1,台风(TY),13.0,38.0,965.0,北,20,30,10
108.2,17.1,台风(TY),13.0,38.0,965.0,北,19,30,11
107.9,17.2,台风(TY),13.0,40.0,960.0,西北,19,30,12
107.7,17.3,台风(TY),13.0,40.0,960.0,西北,20,30,13
107.6,17.4,台风(TY),13.0,40.0,960.0,北,25,30,14
107.4,17.4,台风(TY),13.0,40.0,960.0,北,19,30,15
107.1,17.5,台风(TY),13.0,40.0,960.0,北,19,30,16
106.8,17.6,台风(TY),13.0,38.0,965.0,北,19,30,17
106.5,17.6,台风(TY),12.0,33.0,975.0,北,19,30,18
105.7,17.8,强热带风暴(STS),10.0,28.0,985.0,北,19,30,20
105.1,17.8,热带风暴(TS),9.0,23.0,990.0,南,19,30,23
146.9,26.5,热带风暴(TS),8.0,18.0,1000.0,北,24,30,8
145.1,27.2,热带风暴(TS),8.0,18.0,1000.0,西北,21,30,14
143.9,28.0,热带风暴(TS),8.0,18.0,998.0,西南,19,30,20
132.5,13.9,热带风暴(TS),8.0,18.0,1000.0,西,10,30,20
129.3,27.6,热带风暴(TS),8.0,18.0,998.0,东北,25,7,8
130.3,28.1,热带风暴(TS),8.0,20.0,995.0,南,27,7,11
130.9,28.1,热带风暴(TS),8.0,20.0,995.0,南,25,7,14
131.6,28.1,强热带风暴(STS),10.0,25.0,988.0,南,25,7,17
132.6,28.2,强热带风暴(STS),10.0,25.0,988.0,南,26,7,20
133.8,28.6,强热带风暴(STS),10.0,28.0,984.0,南,29,8,2
135.7,29.0,强热带风暴(STS),11.0,30.0,980.0,东北,30,8,8
137.3,30.0,强热带风暴(STS),11.0,30.0,980.0,东北,35,8,14
139.3,31.0,强热带风暴(STS),11.0,30.0,980.0,东北,35,8,20
140.5,31.5,强热带风暴(STS),11.0,30.0,980.0,东北,35,9,2
142.9,32.8,强热带风暴(STS),11.0,30.0,980.0,南,35,9,8
144.8,33.0,强热带风暴(STS),10.0,28.0,985.0,东北,40,9,14
146.9,34.1,强热带风暴(STS),10.0,25.0,988.0,东北,40,9,20
148.6,35.0,强热带风暴(STS),10.0,25.0,988.0,南,45,10,2
152.5,35.8,热带风暴(TS),9.0,23.0,990.0,南,55,10,8
156.2,37.2,热带风暴(TS),9.0,23.0,990.0,西南,65,10,14
131.1,13.8,热带风暴(TS),8.0,18.0,998.0,北,20,12,14
130.6,13.7,热带风暴(TS),8.0,20.0,995.0,北,20,12,17
130.1,13.7,热带风暴(TS),8.0,20.0,995.0,北,15,12,20
129.8,13.6,热带风暴(TS),9.0,23.0,990.0,北,15,12,23
129.4,13.6,热带风暴(TS),9.0,23.0,990.0,北,18,13,2
129.0,13.7,强热带风暴(STS),10.0,25.0,988.0,西北,20,13,5
128.7,13.9,强热带风暴(STS),10.0,25.0,988.0,西北,20,13,8
128.1,14.6,强热带风暴(STS),10.0,28.0,982.0,北,20,13,11
127.5,14.8,强热带风暴(STS),11.0,30.0,980.0,北,20,13,14
127.1,14.8,台风(TY),12.0,33.0,975.0,西北,23,13,17
126.8,15.0,台风(TY),12.0,35.0,970.0,西北,23,13,20
126.4,15.3,台风(TY),12.0,35.0,970.0,西北,24,13,23
126.0,15.7,台风(TY),12.0,35.0,970.0,西北,25,14,2
125.5,16.2,台风(TY),12.0,35.0,970.0,北,25,14,5
124.6,16.5,台风(TY),12.0,35.0,970.0,北,27,14,8
123.8,16.7,台风(TY),12.0,35.0,970.0,西北,25,14,11
123.4,17.0,台风(TY),12.0,35.0,970.0,西北,25,14,14
122.7,17.7,台风(TY),13.0,40.0,960.0,北,28,14,17
121.8,17.8,台风(TY),13.0,38.0,965.0,北,29,14,20
121.1,18.0,台风(TY),13.0,38.0,965.0,西北,30,14,23
120.4,18.3,台风(TY),12.0,35.0,970.0,北,30,15,2
119.0,18.3,台风(TY),12.0,35.0,970.0,北,30,15,5
118.7,18.4,台风(TY),12.0,35.0,970.0,西南,30,15,6
118.4,18.1,台风(TY),12.0,35.0,970.0,西南,28,15,7
118.2,18.0,台风(TY),12.0,35.0,970.0,北,30,15,8
117.9,18.0,台风(TY),12.0,35.0,970.0,北,30,15,9
117.5,18.0,台风(TY),12.0,35.0,970.0,北,30,15,10
117.2,18.0,台风(TY),13.0,38.0,965.0,西北,31,15,11
117.0,18.1,台风(TY),13.0,38.0,965.0,西北,25,15,12
116.8,18.2,台风(TY),13.0,38.0,965.0,西北,30,15,13
116.5,18.4,台风(TY),13.0,38.0,965.0,北,30,15,14
116.1,18.5,台风(TY),13.0,38.0,965.0,西北,30,15,15
115.8,18.7,台风(TY),13.0,38.0,965.0,北,30,15,16
115.5,18.8,台风(TY),13.0,38.0,965.0,北,30,15,17
115.2,18.8,台风(TY),13.0,38.0,965.0,北,30,15,18
115.0,18.8,台风(TY),13.0,38.0,965.0,北,30,15,19
114.7,18.8,台风(TY),13.0,40.0,960.0,北,30,15,20
114.4,18.9,台风(TY),13.0,40.0,960.0,北,30,15,21
114.0,18.9,台风(TY),13.0,40.0,960.0,北,30,15,22
113.6,18.9,台风(TY),13.0,40.0,960.0,西北,30,15,23
113.4,19.0,台风(TY),13.0,40.0,960.0,西北,30,16,0
113.2,19.1,台风(TY),13.0,40.0,960.0,北,30,16,1
112.9,19.2,台风(TY),13.0,40.0,960.0,北,30,16,2
112.6,19.3,台风(TY),13.0,40.0,960.0,西北,30,16,3
112.4,19.4,台风(TY),13.0,40.0,960.0,西北,30,16,4
112.2,19.5,台风(TY),13.0,40.0,960.0,北,30,16,5
112.0,19.5,台风(TY),13.0,40.0,960.0,西北,30,16,6
111.8,19.7,台风(TY),13.0,40.0,960.0,北,30,16,7
111.6,19.7,台风(TY),13.0,40.0,960.0,北,30,16,8
111.3,19.8,台风(TY),13.0,40.0,960.0,北,30,16,9
110.9,19.8,台风(TY),13.0,40.0,960.0,西北,30,16,10
110.4,20.1,台风(TY),13.0,40.0,960.0,北,30,16,11
110.2,20.1,台风(TY),13.0,40.0,960.0,西北,28,16,12
110.1,20.3,台风(TY),13.0,40.0,960.0,北,30,16,13
109.9,20.3,台风(TY),13.0,40.0,960.0,北,30,16,14
109.6,20.4,台风(TY),13.0,40.0,960.0,西北,30,16,15
109.4,20.6,台风(TY),13.0,40.0,960.0,西北,30,16,16
109.2,20.7,台风(TY),13.0,40.0,960.0,西北,30,16,17
109.0,20.8,台风(TY),13.0,40.0,960.0,西北,30,16,18
108.8,21.0,台风(TY),13.0,40.0,960.0,北,30,16,19
108.5,21.0,台风(TY),13.0,40.0,960.0,北,30,16,20
108.2,21.1,台风(TY),13.0,38.0,965.0,北,30,16,21
107.9,21.2,台风(TY),13.0,38.0,965.0,南,30,16,22
108.2,21.1,台风(TY),13.0,38.0,965.0,北,30,16,23
106.7,21.7,台风(TY),12.0,33.0,975.0,北,30,17,2
105.6,21.9,强热带风暴(STS),10.0,25.0,988.0,北,30,17,5
104.8,22.1,热带风暴(TS),8.0,20.0,995.0,北,30,17,8
104.1,22.2,热带风暴(TS),8.0,18.0,998.0,北,25,17,11
103.0,22.5,热带低压(TD),7.0,16.0,998.0,南,30,17,14
129.6,13.2,热带风暴(TS),8.0,18.0,998.0,北,30,18,2
128.9,13.2,热带风暴(TS),8.0,18.0,998.0,北,27,18,5
128.3,13.4,热带风暴(TS),8.0,18.0,998.0,西北,30,18,8
127.9,13.8,热带风暴(TS),8.0,18.0,998.0,西北,30,18,11
127.1,14.5,热带风暴(TS),8.0,18.0,998.0,西北,28,18,14
126.2,15.1,热带风暴(TS),8.0,18.0,998.0,西北,26,18,17
125.9,15.4,热带风暴(TS),8.0,18.0,998.0,西北,27,18,20
125.5,15.7,热带风暴(TS),8.0,20.0,995.0,西北,27,18,23
124.5,16.5,热带风暴(TS),8.0,20.0,995.0,西北,27,19,2
123.7,17.0,热带风暴(TS),8.0,20.0,995.0,西北,25,19,5
122.8,17.5,热带风暴(TS),8.0,20.0,995.0,西北,20,19,8
122.4,17.7,热带风暴(TS),9.0,23.0,990.0,西北,20,19,11
121.6,18.6,强热带风暴(STS),10.0,25.0,985.0,北,15,19,14
120.9,18.7,强热带风暴(STS),10.0,25.0,985.0,北,10,19,17
120.5,18.8,强热带风暴(STS),10.0,25.0,985.0,北,10,19,20
120.4,18.8,强热带风暴(STS),10.0,25.0,985.0,北,10,19,21
120.2,18.8,强热带风暴(STS),10.0,25.0,985.0,西北,10,19,22
120.0,18.9,强热带风暴(STS),10.0,25.0,985.0,南,15,19,23
120.0,18.9,强热带风暴(STS),10.0,25.0,985.0,西北,15,20,0
119.9,19.0,强热带风暴(STS),10.0,25.0,985.0,西北,15,20,1
119.8,19.1,强热带风暴(STS),10.0,25.0,985.0,南,13,20,2
119.8,19.1,强热带风暴(STS),10.0,25.0,985.0,南,13,20,3
119.8,19.1,强热带风暴(STS),10.0,25.0,985.0,南,13,20,4
119.8,19.1,强热带风暴(STS),10.0,25.0,985.0,南,15,20,5
119.8,19.1,强热带风暴(STS),10.0,25.0,985.0,南,15,20,7
119.9,19.1,强热带风暴(STS),10.0,25.0,985.0,东北,15,20,8
120.0,19.2,强热带风暴(STS),10.0,25.0,985.0,西,15,20,9
120.0,19.3,强热带风暴(STS),10.0,25.0,985.0,西,15,20,10
120.0,19.5,强热带风暴(STS),10.0,25.0,985.0,西北,15,20,11
119.9,19.7,强热带风暴(STS),10.0,25.0,985.0,西北,18,20,12
119.7,19.9,强热带风暴(STS),10.0,25.0,985.0,西,18,20,13
119.7,20.0,强热带风暴(STS),10.0,28.0,982.0,西,18,20,14
119.7,20.2,强热带风暴(STS),10.0,28.0,982.0,西,16,20,15
119.7,20.3,强热带风暴(STS),10.0,28.0,982.0,东北,15,20,16
119.8,20.5,强热带风暴(STS),10.0,28.0,982.0,西,16,20,17
119.8,20.6,强热带风暴(STS),10.0,28.0,982.0,西,16,20,18
119.8,20.8,强热带风暴(STS),10.0,28.0,982.0,东北,16,20,19
119.9,21.0,强热带风暴(STS),10.0,28.0,982.0,西,16,20,20
119.9,21.1,强热带风暴(STS),10.0,28.0,982.0,西,20,20,21
119.9,21.2,强热带风暴(STS),10.0,28.0,982.0,南,20,20,22
119.9,21.2,强热带风暴(STS),10.0,28.0,982.0,西,20,20,23
119.9,21.3,强热带风暴(STS),10.0,28.0,982.0,南,20,21,0
119.9,21.3,强热带风暴(STS),10.0,28.0,982.0,东北,20,21,1
120.0,21.4,强热带风暴(STS),10.0,28.0,982.0,西,20,21,2
120.0,21.5,强热带风暴(STS),10.0,28.0,982.0,西,20,21,3
120.0,21.6,强热带风暴(STS),10.0,28.0,982.0,东北,22,21,4
120.1,21.7,强热带风暴(STS),10.0,28.0,982.0,南,22,21,5
120.1,21.7,强热带风暴(STS),10.0,28.0,982.0,南,22,21,6
120.1,21.7,强热带风暴(STS),10.0,28.0,982.0,东北,23,21,7
120.2,21.8,强热带风暴(STS),10.0,28.0,982.0,南,25,21,8
120.4,21.8,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,9
120.8,22.0,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,10
120.9,22.2,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,11
121.0,22.4,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,12
121.1,22.6,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,13
121.2,22.7,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,14
121.3,22.9,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,15
121.5,23.1,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,16
121.6,23.3,强热带风暴(STS),10.0,28.0,982.0,西,25,21,17
121.7,23.6,强热带风暴(STS),10.0,28.0,982.0,西,25,21,18
121.8,24.0,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,19
121.9,24.1,强热带风暴(STS),10.0,28.0,982.0,东北,25,21,20
122.1,24.4,强热带风暴(STS),10.0,28.0,982.0,西,25,21,21
122.0,24.7,强热带风暴(STS),10.0,28.0,982.0,西,25,21,22
121.9,25.1,强热带风暴(STS),10.0,28.0,982.0,西,25,21,23
121.9,25.4,强热带风暴(STS),10.0,28.0,982.0,西,25,22,0
121.9,25.7,强热带风暴(STS),10.0,28.0,982.0,东北,25,22,1
122.1,25.9,强热带风暴(STS),10.0,28.0,982.0,西,20,22,2
122.1,26.2,强热带风暴(STS),10.0,28.0,982.0,东北,20,22,3
122.2,26.4,强热带风暴(STS),10.0,28.0,982.0,西,20,22,4
122.1,26.7,强热带风暴(STS),10.0,28.0,982.0,西北,20,22,5
122.0,26.9,强热带风暴(STS),10.0,28.0,982.0,西,20,22,6
122.0,27.1,强热带风暴(STS),10.0,28.0,982.0,西北,20,22,7
121.9,27.3,强热带风暴(STS),10.0,25.0,985.0,西,16,22,8
121.9,27.5,强热带风暴(STS),10.0,25.0,985.0,西,16,22,9
121.9,27.6,强热带风暴(STS),10.0,25.0,985.0,西,16,22,10
121.9,27.8,强热带风暴(STS),10.0,25.0,985.0,西,16,22,11
121.9,28.0,强热带风暴(STS),10.0,25.0,985.0,西,16,22,12
121.9,28.1,强热带风暴(STS),10.0,25.0,985.0,西,15,22,13
121.9,28.3,强热带风暴(STS),10.0,25.0,985.0,西,15,22,14
121.9,28.4,强热带风暴(STS),10.0,25.0,985.0,西,15,22,15
121.9,28.5,强热带风暴(STS),10.0,25.0,985.0,西,15,22,16
121.9,28.6,强热带风暴(STS),10.0,28.0,985.0,西,15,22,17
121.9,28.7,强热带风暴(STS),10.0,28.0,985.0,西,15,22,18
121.9,28.9,强热带风暴(STS),10.0,28.0,985.0,东北,15,22,19
122.0,29.1,强热带风暴(STS),10.0,28.0,985.0,南,15,22,20
122.0,29.1,强热带风暴(STS),10.0,28.0,985.0,西,15,22,21
122.0,29.3,强热带风暴(STS),10.0,28.0,985.0,西北,15,22,22
121.9,29.4,强热带风暴(STS),10.0,28.0,985.0,西,15,22,23
121.9,29.5,强热带风暴(STS),10.0,28.0,985.0,西北,15,23,0
121.8,29.6,强热带风暴(STS),10.0,28.0,985.0,西,15,23,1
121.8,29.7,强热带风暴(STS),10.0,28.0,985.0,西,15,23,2
121.8,29.9,强热带风暴(STS),10.0,28.0,985.0,西北,15,23,3
121.7,30.0,强热带风暴(STS),10.0,28.0,985.0,西北,15,23,4
121.6,30.2,强热带风暴(STS),10.0,28.0,985.0,西北,15,23,5
121.5,30.4,强热带风暴(STS),10.0,25.0,988.0,南,15,23,6
121.5,30.4,强热带风暴(STS),10.0,25.0,988.0,西,15,23,7
121.5,30.5,强热带风暴(STS),10.0,25.0,988.0,西,15,23,8
121.5,30.6,热带风暴(TS),9.0,23.0,990.0,东北,15,23,9
121.7,30.7,热带风暴(TS),9.0,23.0,990.0,西,15,23,10
121.7,30.9,热带风暴(TS),9.0,23.0,990.0,西,15,23,11
121.7,31.1,热带风暴(TS),9.0,23.0,990.0,西北,15,23,12
121.6,31.2,热带风暴(TS),9.0,23.0,990.0,西北,15,23,13
121.5,31.3,热带风暴(TS),8.0,20.0,995.0,东北,20,23,14
121.6,31.5,热带风暴(TS),8.0,20.0,995.0,南,20,23,15
121.7,31.5,热带风暴(TS),8.0,20.0,995.0,东北,20,23,16
121.8,31.6,热带风暴(TS),8.0,20.0,995.0,南,20,23,17
121.8,31.6,热带风暴(TS),8.0,20.0,995.0,东北,25,23,18
122.0,31.8,热带风暴(TS),8.0,20.0,995.0,东北,25,23,19
122.2,32.0,热带风暴(TS),8.0,20.0,995.0,东北,25,23,20
122.4,32.2,热带风暴(TS),8.0,20.0,995.0,东北,30,23,21
122.7,32.4,热带风暴(TS),8.0,20.0,995.0,东北,34,23,22
123.0,32.6,热带风暴(TS),8.0,20.0,995.0,南,35,23,23
123.1,32.6,热带风暴(TS),8.0,20.0,995.0,东北,35,24,0
123.3,32.7,热带风暴(TS),8.0,18.0,998.0,南,40,24,1
123.8,32.8,热带风暴(TS),8.0,18.0,998.0,南,40,24,2
124.2,32.9,热带风暴(TS),8.0,18.0,998.0,东北,40,24,3
124.6,33.1,热带风暴(TS),8.0,18.0,998.0,东北,40,24,4
124.8,33.2,热带风暴(TS),8.0,18.0,998.0,南,40,24,5
124.9,33.2,热带风暴(TS),8.0,18.0,998.0,南,40,24,6
125.0,33.2,热带风暴(TS),8.0,18.0,998.0,南,40,24,7
125.1,33.2,热带风暴(TS),8.0,18.0,998.0,东北,40,24,8
125.3,33.3,热带风暴(TS),8.0,18.0,998.0,南,40,24,9
125.6,33.4,热带风暴(TS),8.0,18.0,998.0,东南,40,24,10
150.0,20.3,热带风暴(TS),8.0,18.0,1000.0,西南,12,24,20
149.1,19.8,热带风暴(TS),8.0,18.0,998.0,西北,12,25,2
148.4,20.4,热带风暴(TS),8.0,20.0,995.0,北,12,25,8
147.3,20.4,热带风暴(TS),8.0,20.0,995.0,西,15,25,14
147.3,20.7,热带风暴(TS),8.0,20.0,995.0,西北,16,25,20
146.8,21.1,热带风暴(TS),8.0,20.0,995.0,西北,15,26,2
146.1,22.0,热带风暴(TS),8.0,20.0,995.0,西,15,26,8
145.8,22.9,热带风暴(TS),8.0,20.0,995.0,西北,15,26,14
145.5,23.2,热带风暴(TS),9.0,23.0,990.0,西北,15,26,20
145.2,23.8,热带风暴(TS),9.0,23.0,990.0,西北,21,27,2
144.5,25.2,强热带风暴(STS),10.0,25.0,985.0,西北,20,27,8
143.8,26.3,强热带风暴(STS),10.0,25.0,985.0,西,19,27,14
143.7,27.6,强热带风暴(STS),10.0,25.0,985.0,西,17,27,20
143.5,28.2,强热带风暴(STS),10.0,25.0,985.0,西,20,28,2
143.3,29.3,强热带风暴(STS),10.0,25.0,985.0,西,20,28,8
143.7,30.7,强热带风暴(STS),10.0,25.0,985.0,东北,25,28,14
144.6,31.6,强热带风暴(STS),10.0,25.0,985.0,东北,28,28,20
145.3,31.9,强热带风暴(STS),10.0,25.0,985.0,东北,35,29,2
146.4,33.3,热带风暴(TS),9.0,23.0,990.0,南,40,29,8
147.7,33.8,热带风暴(TS),9.0,23.0,990.0,东北,45,29,14
150.7,35.6,热带风暴(TS),8.0,20.0,994.0,东,55,29,20
151.1,13.0,热带风暴(TS),8.0,18.0,998.0,西北,15,29,14
150.0,13.6,热带风暴(TS),8.0,20.0,994.0,西北,20,29,20
149.4,14.3,热带风暴(TS),9.0,23.0,990.0,西北,20,30,2
148.1,15.1,热带风暴(TS),9.0,23.0,990.0,西北,18,30,8
147.4,16.0,热带风暴(TS),9.0,23.0,990.0,北,22,30,14
145.4,16.5,强热带风暴(STS),10.0,25.0,988.0,南,20,30,20
180.0,22.9,超强台风(Super TY),16.0,55.0,945.0,西,10,1,14
180.0,23.3,超强台风(Super TY),16.0,52.0,945.0,西,8,1,20
179.9,23.8,强台风(STY),15.0,50.0,945.0,西,7,2,2
179.9,24.0,强台风(STY),15.0,50.0,945.0,西北,19,2,5
179.8,24.1,强台风(STY),15.0,48.0,950.0,西北,5,2,8
179.3,24.5,强台风(STY),14.0,45.0,950.0,北,5,2,14
179.2,24.5,强台风(STY),14.0,42.0,955.0,西北,19,2,17
179.0,24.6,强台风(STY),14.0,42.0,955.0,北,5,2,20
178.7,24.6,台风(TY),13.0,40.0,960.0,西北,3,3,2
178.4,24.8,台风(TY),13.0,40.0,960.0,西南,19,3,5
178.2,24.7,台风(TY),13.0,38.0,965.0,北,3,3,8
178.0,24.7,台风(TY),13.0,38.0,965.0,西南,4,3,14
177.8,24.5,台风(TY),13.0,38.0,965.0,东,19,3,17
177.8,24.4,台风(TY),13.0,38.0,965.0,西南,7,3,20
177.5,24.1,台风(TY),13.0,38.0,965.0,西南,8,4,2
177.2,23.9,台风(TY),13.0,38.0,965.0,北,19,4,5
177.1,23.9,台风(TY),13.0,38.0,965.0,北,10,4,8
176.7,23.8,台风(TY),13.0,38.0,965.0,西南,15,4,14
176.2,23.5,台风(TY),12.0,35.0,970.0,北,19,4,17
175.9,23.5,台风(TY),12.0,35.0,970.0,北,15,4,20
175.0,23.5,台风(TY),12.0,35.0,970.0,北,17,5,2
174.6,23.5,台风(TY),12.0,35.0,970.0,北,19,5,5
174.1,23.6,台风(TY),12.0,35.0,970.0,北,18,5,8
172.8,23.6,台风(TY),12.0,35.0,970.0,北,18,5,14
172.4,23.5,台风(TY),13.0,38.0,965.0,北,19,5,17
171.9,23.5,台风(TY),13.0,38.0,965.0,北,17,5,20
170.8,23.7,台风(TY),13.0,38.0,965.0,北,17,6,2
170.2,23.9,台风(TY),13.0,38.0,965.0,北,19,6,5
169.5,23.8,台风(TY),13.0,38.0,965.0,北,17,6,8
168.8,24.0,台风(TY),13.0,38.0,965.0,北,17,6,14
168.2,24.2,台风(TY),13.0,38.0,965.0,北,19,6,17
167.7,24.3,台风(TY),13.0,38.0,965.0,北,20,6,20
166.4,24.5,台风(TY),13.0,40.0,960.0,北,20,7,2
166.1,24.6,台风(TY),13.0,40.0,960.0,北,19,7,5
165.6,24.7,台风(TY),13.0,40.0,960.0,北,21,7,8
164.1,25.0,台风(TY),13.0,40.0,960.0,西北,22,7,14
163.7,25.2,台风(TY),13.0,40.0,960.0,北,19,7,17
163.1,25.4,台风(TY),13.0,40.0,960.0,北,24,7,20
161.7,25.6,台风(TY),13.0,40.0,960.0,西北,25,8,2
161.4,25.9,台风(TY),13.0,40.0,960.0,北,19,8,5
160.3,26.2,台风(TY),13.0,40.0,960.0,北,27,8,8
158.7,26.8,台风(TY),13.0,40.0,960.0,西北,27,8,14
158.1,27.1,台风(TY),13.0,38.0,965.0,北,19,8,17
157.4,27.2,台风(TY),13.0,38.0,965.0,西北,25,8,20
156.0,27.8,台风(TY),12.0,35.0,970.0,西北,25,9,2
155.4,28.3,台风(TY),12.0,35.0,970.0,西北,19,9,5
154.7,28.9,台风(TY),12.0,33.0,975.0,西北,25,9,8
153.5,29.7,台风(TY),12.0,33.0,975.0,西北,25,9,14
153.0,30.4,台风(TY),12.0,33.0,975.0,西北,19,9,17
152.5,30.7,台风(TY),12.0,33.0,975.0,西北,24,9,20
151.4,31.6,台风(TY),12.0,33.0,975.0,西北,25,10,2
150.8,32.1,强热带风暴(STS),11.0,30.0,980.0,西北,19,10,5
150.1,32.7,强热带风暴(STS),10.0,25.0,985.0,西北,30,10,8
149.6,33.8,热带风暴(TS),9.0,23.0,990.0,西,33,10,14
149.4,34.5,热带风暴(TS),9.0,23.0,990.0,西北,19,10,17
149.0,35.0,热带风暴(TS),9.0,23.0,990.0,西,39,10,20
148.6,36.6,热带风暴(TS),9.0,23.0,990.0,西,45,11,2
148.4,37.8,热带风暴(TS),9.0,23.0,990.0,西北,19,11,5
147.8,39.0,热带风暴(TS),9.0,23.0,990.0,西南,48,11,8
139.1,21.5,热带风暴(TS),8.0,18.0,998.0,西,12,7,2
138.9,22.3,热带风暴(TS),8.0,18.0,998.0,西北,19,7,5
138.6,22.9,热带风暴(TS),8.0,18.0,998.0,西,17,7,8
138.5,23.9,热带风暴(TS),8.0,18.0,998.0,西北,21,7,14
138.3,24.3,热带风暴(TS),8.0,18.0,998.0,西,19,7,17
138.1,25.1,热带风暴(TS),8.0,18.0,998.0,西,23,7,20
138.1,26.0,热带风暴(TS),8.0,18.0,998.0,西,25,8,2
138.0,26.9,热带风暴(TS),8.0,20.0,995.0,西,19,8,5
138.1,27.3,热带风暴(TS),8.0,20.0,995.0,西,28,8,8
